Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","Camp de Mestalla, Valencia","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","RB Arena, Leipzig","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London"
Monaco,0.14285714285714285,0.24324324324324326,0.15384615384615385,0.26666666666666666,0.3333333333333333,0.0,0.375,0.3333333333333333,0.5681818181818182,0.24838012958963288,0.7431902253110629,0.24887892376681614,0.08294209702660393,0.278688524590164,0.36363636363636365,0.2745098039215686,0.41666666666666663,0.25,0.0,0.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.0,0.35135135135135137,0.46153846153846156,0.2,0.41666666666666663,0.0,0.4375,0.0,0.5454545454545455,0.3002159827213823,0.7242786883277001,0.29260089686098656,0.14710485133020357,0.39344262295081966,0.09090909090909091,0.21568627450980393,0.16666666666666666,0.125,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.2857142857142857,0.24324324324324326,0.38461538461538464,0.2,0.16666666666666666,0.0,0.4375,0.0,0.4545454545454545,0.3045356371490281,0.6550597030175389,0.28699551569506726,0.22222222222222232,0.4098360655737705,0.2727272727272727,0.3137254901960784,0.41666666666666663,0.375,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.42857142857142855,0.40540540540540543,0.6153846153846154,0.4,0.16666666666666666,0.0,0.5625,0.0,0.7500000000000001,0.5431965442764579,0.9376564937765584,0.5515695067264574,0.12676056338028197,0.4918032786885247,0.09090909090909091,0.2941176470588235,0.0,0.125,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.0,0.16216216216216217,0.07692307692307693,0.4,0.0,0.0,0.5625,0.0,0.25,0.2721382289416847,0.6998668140725504,0.2645739910313901,0.24569640062597808,0.3278688524590164,0.18181818181818182,0.21568627450980393,0.16666666666666666,0.375,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.42857142857142855,0.3783783783783784,0.6923076923076923,0.3333333333333333,0.08333333333333333,0.0,0.3125,0.1111111111111111,0.20454545454545459,0.11879049676025918,0.26807933127291905,0.09304932735426008,0.26917057902973407,0.4098360655737705,0.18181818181818182,0.5294117647058824,0.16666666666666666,0.0,0.0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dortmund,0.14285714285714285,0.35135135135135137,0.5384615384615385,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.3125,0.2222222222222222,0.7954545454545455,0.5302375809935206,0.746225949378144,0.5011210762331839,0.2816901408450705,0.278688524590164,0.8181818181818182,0.21568627450980393,0.08333333333333333,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,0.0,0.43243243243243246,0.07692307692307693,0.8,0.3333333333333333,0.0,0.8125,0.1111111111111111,0.7500000000000001,0.4503239740820735,0.7063472345844,0.4226457399103139,0.21283255086072006,0.5081967213114754,0.6363636363636364,0.07843137254901962,0.25,0.25,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.0,0.48648648648648657,0.3076923076923077,0.8,0.25,0.0,0.8125,0.2222222222222222,0.25,0.17170626349892013,0.4050273781102538,0.14686098654708518,0.2676056338028172,0.4098360655737705,0.36363636363636365,0.6274509803921569,0.3333333333333333,0.25,0.0,0.6956521739130435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester,0.14285714285714285,0.5405405405405406,0.3076923076923077,0.5333333333333333,0.75,0.0,0.4375,0.1111111111111111,0.5227272727272728,0.3434125269978402,0.5324166040343186,0.30269058295964124,0.25195618153364663,0.5081967213114754,0.18181818181818182,0.21568627450980393,0.0,0.0,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.14285714285714285,0.2702702702702703,0.23076923076923078,0.5333333333333333,0.0,0.0,0.4375,0.2222222222222222,0.4772727272727274,0.24838012958963288,0.34372547920636665,0.20067264573991028,0.33489827856025056,0.8032786885245902,0.5454545454545454,0.7647058823529411,0.75,0.0,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.5714285714285714,0.6756756756756757,0.9230769230769231,0.6,0.41666666666666663,0.0,0.4375,0.3333333333333333,0.43181818181818177,0.5053995680345573,0.7042834016035546,0.4708520179372197,0.6400625978090766,0.47540983606557385,0.36363636363636365,0.37254901960784315,0.6666666666666666,0.125,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayern,0.2857142857142857,0.48648648648648657,0.15384615384615385,0.6,0.6666666666666666,0.0,0.4375,0.2222222222222222,0.5681818181818182,0.5637149028077755,0.7479157122928095,0.5313901345291481,0.6244131455399062,0.39344262295081966,0.8181818181818182,0.2745098039215686,0.41666666666666663,0.625,1.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayern,0.14285714285714285,0.2702702702702703,0.23076923076923078,0.3333333333333333,0.25,0.0,0.5,0.3333333333333333,0.4772727272727274,0.39416846652267823,0.84668120061139,0.3957399103139014,0.2175273865414713,0.4098360655737705,1.0,0.21568627450980393,0.3333333333333333,0.5,1.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.2857142857142857,0.5405405405405406,0.9230769230769231,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.5227272727272728,0.4524838012958964,0.9416687014425245,0.46636771300448426,0.22222222222222232,0.39344262295081966,0.6363636363636364,0.2549019607843137,0.25,0.25,0.0,0.1739130434782609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.14285714285714285,0.3783783783783784,0.3076923076923077,0.5333333333333333,0.25,0.3333333333333333,0.5,0.1111111111111111,0.8181818181818182,0.5129589632829374,0.7333962455976599,0.4831838565022421,0.23630672926447605,0.4098360655737705,0.2727272727272727,0.21568627450980393,0.25,0.0,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester,0.0,0.2702702702702703,0.0,0.5333333333333333,0.25,0.0,0.5,0.1111111111111111,0.18181818181818188,0.1285097192224622,0.2862182424813877,0.10201793721973093,0.12832550860719882,0.5409836065573771,0.2727272727272727,0.6666666666666666,0.25,0.375,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dortmund,0.2857142857142857,0.3783783783783784,0.3076923076923077,0.4666666666666667,0.3333333333333333,0.0,0.4375,0.2222222222222222,0.8181818181818182,0.5097192224622031,0.6614624528703135,0.46636771300448426,0.22065727699530546,0.21311475409836067,0.09090909090909091,0.1176470588235294,0.08333333333333333,0.25,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.42857142857142855,0.24324324324324326,0.15384615384615385,0.4666666666666667,0.08333333333333333,0.0,0.4375,0.2222222222222222,0.18181818181818188,0.11555075593952488,0.09631959959807812,0.07623318385650224,0.20344287949921758,0.39344262295081966,0.6363636363636364,0.5686274509803921,0.3333333333333333,0.625,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.42857142857142855,0.35135135135135137,0.6153846153846154,0.26666666666666666,0.16666666666666666,0.0,0.3125,0.1111111111111111,0.13636363636363635,0.11879049676025918,0.5998606818582135,0.12107623318385652,0.21909233176838816,0.2622950819672132,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5,0.0,0.7826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,0.0,0.2702702702702703,0.23076923076923078,0.26666666666666666,0.3333333333333333,0.0,0.3125,0.1111111111111111,0.8636363636363636,0.47948164146868255,0.9366133490972337,0.4910313901345292,0.07668231611893606,0.2295081967213115,0.18181818181818182,0.2549019607843137,0.16666666666666666,0.375,0.0,0.6521739130434782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Atlético,0.0,0.32432432432432434,0.3076923076923077,0.3333333333333333,0.3333333333333333,0.0,0.4375,0.0,0.38636363636363635,0.2699784017278618,0.4848431469886476,0.23542600896860988,0.2879499217527388,0.5245901639344263,0.36363636363636365,0.2941176470588235,0.3333333333333333,0.25,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leverkusen,0.0,0.40540540540540543,0.5384615384615385,0.3333333333333333,0.3333333333333333,0.0,0.4375,0.1111111111111111,0.6136363636363636,0.40820734341252707,0.700605967875354,0.3845291479820628,0.30046948356807524,0.5245901639344263,0.4545454545454546,0.3333333333333333,0.3333333333333333,0.25,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monaco,0.42857142857142855,0.1891891891891892,0.3076923076923077,0.06666666666666667,0.25,0.0,0.1875,0.1111111111111111,0.2954545454545455,0.16306695464362855,0.4415151899277876,0.1434977578475336,0.1893583724569643,0.4098360655737705,0.5454545454545454,0.39215686274509803,0.08333333333333333,0.375,0.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Man. City,0.14285714285714285,0.10810810810810811,0.23076923076923078,0.06666666666666667,0.08333333333333333,0.0,0.1875,0.5555555555555556,0.7045454545454547,0.39308855291576683,0.706726585042992,0.3721973094170404,0.24882629107981247,0.3278688524590164,0.09090909090909091,0.23529411764705882,0.25,0.375,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.14285714285714285,0.3783783783783784,0.23076923076923078,0.5333333333333333,0.3333333333333333,0.0,0.25,0.1111111111111111,0.7727272727272728,0.6371490280777539,0.9358329547666946,0.6401345291479821,0.23004694835680772,0.278688524590164,0.0,0.058823529411764705,0.25,0.125,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto,0.0,0.32432432432432434,0.15384615384615385,0.5333333333333333,0.25,0.0,0.25,0.0,0.2272727272727273,0.23002159827213828,0.681290047276017,0.22533632286995514,0.12832550860719882,0.39344262295081966,0.18181818181818182,0.3137254901960784,0.3333333333333333,0.25,1.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester,0.2857142857142857,0.32432432432432434,0.3076923076923077,0.26666666666666666,0.41666666666666663,0.0,0.125,0.2222222222222222,0.09090909090909094,0.03131749460043198,0.1617092299294942,0.02017937219730942,0.15023474178403773,0.4098360655737705,0.18181818181818182,0.7254901960784313,0.16666666666666666,0.5,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sevilla,0.0,0.2702702702702703,0.38461538461538464,0.26666666666666666,0.16666666666666666,0.3333333333333333,0.125,0.0,0.9090909090909091,0.3898488120950324,0.7595656031569002,0.3778026905829596,0.17840375586854473,0.278688524590164,0.4545454545454546,0.1568627450980392,0.41666666666666663,0.375,1.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dortmund,0.5714285714285714,0.32432432432432434,0.46153846153846156,0.4666666666666667,0.0,0.3333333333333333,0.3125,1.0,0.5909090909090909,0.32721382289416856,0.7999115088918876,0.3273542600896861,0.2660406885758999,0.42622950819672134,0.4545454545454546,0.23529411764705882,0.16666666666666666,0.375,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benfica,0.0,0.2702702702702703,0.15384615384615385,0.4666666666666667,0.16666666666666666,0.0,0.3125,0.1111111111111111,0.40909090909090906,0.23650107991360694,0.4419020542787906,0.202914798206278,0.19092331768388116,0.29508196721311475,0.36363636363636365,0.1176470588235294,0.0,0.125,0.0,0.608695652173913,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcelona,0.8571428571428571,0.43243243243243246,0.5384615384615385,0.3333333333333333,0.41666666666666663,0.0,0.375,0.3333333333333333,0.8409090909090909,0.4546436285097193,0.7792808504657645,0.43946188340807174,0.1721439749608764,0.5245901639344263,0.36363636363636365,0.07843137254901962,0.08333333333333333,0.625,0.0,0.5652173913043478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paris,0.14285714285714285,0.21621621621621623,0.23076923076923078,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.375,0.5555555555555556,0.15909090909090917,0.08747300215982726,0.25671152404170794,0.06838565022421525,0.24413145539906123,0.29508196721311475,0.5454545454545454,0.4117647058823529,0.41666666666666663,0.625,0.0,0.9565217391304347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arsenal,0.14285714285714285,0.21621621621621623,0.23076923076923078,0.4,0.0,0.3333333333333333,0.3125,0.3333333333333333,0.34090909090909094,0.2732181425485961,0.6836295902329437,0.26345291479820626,0.16275430359937415,0.2622950819672132,0.5454545454545454,0.1764705882352941,0.25,0.375,1.0,0.4347826086956521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bayern,0.7142857142857142,0.40540540540540543,0.5384615384615385,0.4,0.25,0.3333333333333333,0.3125,0.4444444444444444,0.6590909090909091,0.43952483801295905,0.8898962333923972,0.445067264573991,0.24256651017214392,0.459016393442623,0.2727272727272727,0.3529411764705882,0.0,0.25,0.0,0.30434782608695654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Napoli,0.14285714285714285,0.32432432432432434,0.3076923076923077,0.5333333333333333,0.08333333333333333,0.3333333333333333,0.5625,0.3333333333333333,0.5227272727272728,0.4989200863930886,0.7695311446891773,0.47757847533632286,0.3599374021909234,0.7213114754098362,0.0,0.07843137254901962,0.3333333333333333,0.25,0.0,0.608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Madrid,0.42857142857142855,0.43243243243243246,0.38461538461538464,0.5333333333333333,0.3333333333333333,0.3333333333333333,0.5625,0.4444444444444444,0.4772727272727274,0.3801295896328294,0.6654542362268026,0.3542600896860986,0.22378716744913918,0.6885245901639345,0.4545454545454546,0.2941176470588235,0.08333333333333333,0.0,0.0,0.21739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto,0.0,0.05405405405405406,0.0,0.2,0.0,0.0,0.0625,0.1111111111111111,0.06818181818181823,0.06155507559395251,0.494041431715591,0.06502242152466367,0.10328638497652598,0.0655737704918033,0.2727272727272727,0.3529411764705882,0.25,0.625,1.0,0.3913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juventus,0.2857142857142857,0.24324324324324326,0.3076923076923077,0.2,0.25,0.3333333333333333,0.0625,0.1111111111111111,0.9318181818181818,0.6393088552915768,0.985458534979395,0.6535874439461884,0.2754303599374024,0.19672131147540983,0.2727272727272727,0.0392156862745098,0.0,0.125,0.0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sevilla,0.2857142857142857,0.5675675675675675,0.6153846153846154,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.0,0.9090909090909091,0.5323974082073435,0.876695437731196,0.5291479820627802,0.2503912363067293,0.24590163934426235,0.36363636363636365,0.1764705882352941,0.25,0.25,0.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leicester,0.14285714285714285,0.40540540540540543,0.23076923076923078,0.6666666666666666,0.25,0.0,0.5,0.0,0.09090909090909094,0.07451403887688987,0.2683569725704791,0.05941704035874437,0.18466353677621283,0.39344262295081966,0.2727272727272727,0.2745098039215686,0.3333333333333333,0.0,0.0,0.26086956521739124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
