Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
Moura,Tottenham,0,0,0,0,0,0,1,1,82
"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
Sánchez,Tottenham,0,0,0,0,0,0,0,0,0
Walker-Peters,Tottenham,0,0,0,0,0,0,0,0,0
Llorente,Tottenham,1,2,2,0,0,0,2,2,49
Foyth,Tottenham,0,0,0,0,0,0,0,0,0
Davies,Tottenham,0,0,0,0,0,0,1,0,8
Skipp,Tottenham,0,0,0,0,0,0,0,0,0
Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
"Szczęsny
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
De Sciglio,Juventus,0,1,0,0,2,1,2,0,64
Pjanić,Juventus,0,0,0,1,3,5,1,0,90
Ronaldo,Juventus,1,6,1,0,1,0,1,1,90
Dybala,Juventus,0,1,1,0,0,1,1,0,46
Alex Sandro,Juventus,0,0,0,0,4,2,1,0,90
Matuidi,Juventus,0,0,0,0,1,4,2,0,90
Bonucci,Juventus,0,0,0,0,2,0,1,0,90
Emre Can,Juventus,0,1,0,0,2,0,1,0,90
Rugani,Juventus,0,0,0,0,2,0,2,0,90
Bernardeschi,Juventus,0,1,0,0,1,1,0,0,80
"Pinsoglio
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
Khedira,Juventus,0,0,0,0,0,0,0,0,0
Barzagli,Juventus,0,0,0,0,0,0,0,0,0
Kean,Juventus,0,2,0,0,1,0,1,0,44
João Cancelo,Juventus,0,0,0,0,0,5,1,0,26
Bentancur,Juventus,0,0,0,0,1,1,0,0,10
Spinazzola,Juventus,0,0,0,0,0,0,0,0,0
Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
"Onana
 (GK)",Ajax,0,0,0,0,0,0,0,0,90
Veltman,Ajax,0,0,0,0,2,2,0,1,90
De Ligt,Ajax,1,2,1,0,1,0,1,0,90
Van de Beek,Ajax,1,4,2,0,1,0,0,0,90
Neres,Ajax,0,2,0,0,1,1,0,1,90
Tadić,Ajax,0,0,0,0,0,0,4,0,90
Mazraoui,Ajax,0,0,0,0,0,0,0,0,11
Blind,Ajax,0,1,0,0,0,0,1,0,90
Schöne,Ajax,0,2,0,1,2,4,4,0,90
F. de Jong,Ajax,0,0,0,0,1,0,1,0,90
Ziyech,Ajax,0,3,1,1,0,7,0,1,88
"Bruno Varela
 (GK)",Ajax,0,0,0,0,0,0,0,0,0
Sinkgraven,Ajax,0,0,0,0,0,1,1,0,19
Huntelaar,Ajax,0,0,0,0,0,0,0,0,2
Magallán,Ajax,0,0,0,0,0,0,0,0,8
Dolberg,Ajax,0,0,0,0,0,0,0,0,0
D. De Wit,Ajax,0,0,0,0,0,0,0,0,0
Ekkelenkamp,Ajax,0,0,0,0,0,0,0,0,0
Erik Ten Hag,Ajax(COACH),0,0,0,0,0,0,0,0,0
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
Piqué,Barcelona,0,0,0,0,0,0,0,0,90
Rakitić,Barcelona,0,2,1,0,2,0,2,0,90
Sergio Busquets,Barcelona,0,0,0,0,0,0,2,0,90
Coutinho,Barcelona,1,1,1,0,0,3,0,0,81
Arthur,Barcelona,0,0,0,0,1,0,1,0,75
Luis Suárez,Barcelona,0,1,0,0,0,1,2,0,90
Messi,Barcelona,2,7,3,0,1,2,1,0,90
Lenglet,Barcelona,0,0,0,0,1,0,0,0,90
Jordi Alba,Barcelona,0,0,0,1,1,3,0,0,90
Sergi Roberto,Barcelona,0,1,1,0,1,0,1,0,71
"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
Semedo,Barcelona,0,0,0,0,0,0,1,0,19
Dembélé,Barcelona,0,0,0,0,0,0,0,0,9
Malcom,Barcelona,0,0,0,0,0,0,0,0,0
Vidal,Barcelona,0,1,0,0,0,0,0,0,15
Umtiti,Barcelona,0,0,0,0,0,0,0,0,0
Aleñá,Barcelona,0,0,0,0,0,0,0,0,0
Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
"De Gea
 (GK)",Man. United,0,0,0,0,0,0,0,0,90
Lindelöf,Man. United,0,0,0,0,0,0,0,0,90
Jones,Man. United,0,0,0,0,3,0,0,0,90
Pogba,Man. United,0,2,1,0,0,0,2,1,90
Rashford,Man. United,0,3,1,0,0,0,1,0,73
Martial,Man. United,0,1,0,0,0,0,0,0,65
Smalling,Man. United,0,0,0,0,1,0,1,0,90
Lingard,Man. United,0,1,0,0,0,0,2,0,80
Fred,Man. United,0,0,0,0,3,0,4,0,90
Young,Man. United,0,0,0,0,1,2,2,0,90
McTominay,Man. United,0,1,0,0,0,0,3,0,90
"Romero
 (GK)",Man. United,0,0,0,0,0,0,0,0,0
Alexis Sánchez,Man. United,0,1,1,0,0,0,0,0,10
Mata,Man. United,0,0,0,0,0,0,0,0,0
R. Lukaku,Man. United,0,0,0,0,0,2,0,0,17
Pereira,Man. United,0,0,0,0,0,0,0,0,0
Dalot,Man. United,0,0,0,0,0,3,0,2,25
Matić,Man. United,0,0,0,0,0,0,0,0,0
Ole Gunnar Solskjær,Man. United(COACH),0,0,0,0,0,0,0,0,0
"De Gea
 (GK)",Man. United,0,0,0,0,0,0,0,0,90
Lindelöf,Man. United,0,0,0,0,2,0,1,0,90
Pogba,Man. United,0,0,0,0,0,0,3,0,90
R. Lukaku,Man. United,0,0,0,0,0,2,0,1,68
Rashford,Man. United,0,4,0,0,1,2,0,1,85
Smalling,Man. United,0,1,0,0,2,0,5,0,90
Fred,Man. United,0,3,0,0,0,0,0,0,90
Young,Man. United,0,1,0,0,1,11,1,0,90
Dalot,Man. United,0,1,0,0,1,0,0,0,74
Shaw,Man. United,0,0,0,0,0,0,2,0,90
McTominay,Man. United,0,0,0,0,2,1,3,0,90
"Romero
 (GK)",Man. United,0,0,0,0,0,0,0,0,0
Jones,Man. United,0,0,0,0,0,0,0,0,0
Mata,Man. United,0,0,0,0,0,0,0,0,0
Martial,Man. United,0,0,0,0,0,0,0,0,22
Lingard,Man. United,0,0,0,0,0,1,1,0,16
Pereira,Man. United,0,0,0,0,0,1,0,0,5
Rojo,Man. United,0,0,0,0,0,0,0,0,0
Ole Gunnar Solskjær,Man. United(COACH),0,0,0,0,0,0,0,0,0
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
Semedo,Barcelona,0,0,0,0,0,1,2,0,90
Piqué,Barcelona,0,0,0,0,0,0,0,0,90
Rakitić,Barcelona,0,0,0,0,0,0,0,0,90
Sergio Busquets,Barcelona,0,0,0,0,2,0,3,0,90
Coutinho,Barcelona,0,1,1,0,0,1,0,0,65
Arthur,Barcelona,0,0,0,0,0,0,0,0,66
Luis Suárez,Barcelona,0,2,0,0,0,0,0,0,90
Messi,Barcelona,0,1,1,0,0,1,2,0,90
Lenglet,Barcelona,0,0,0,0,1,0,1,0,90
Jordi Alba,Barcelona,0,1,1,0,2,2,0,0,90
"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
Dembélé,Barcelona,0,0,0,0,0,0,0,0,0
Malcom,Barcelona,0,0,0,0,0,0,0,0,0
Sergi Roberto,Barcelona,0,0,0,0,0,1,0,0,24
Vidal,Barcelona,0,0,0,0,0,0,3,0,25
Umtiti,Barcelona,0,0,0,0,0,0,0,0,0
Aleñá,Barcelona,0,0,0,0,0,0,0,0,0
Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
"Onana
 (GK)",Ajax,0,0,0,0,0,0,0,0,90
Veltman,Ajax,0,3,2,0,3,1,1,0,90
De Ligt,Ajax,0,1,0,0,2,0,1,0,90
Van de Beek,Ajax,0,1,0,0,1,0,2,1,90
Neres,Ajax,1,1,1,0,1,0,1,2,90
Tadić,Ajax,0,1,0,0,0,1,1,0,90
Blind,Ajax,0,0,0,0,1,0,0,0,90
Schöne,Ajax,0,2,0,0,1,2,3,0,75
F. de Jong,Ajax,0,1,0,0,3,0,1,0,90
Ziyech,Ajax,0,7,2,0,2,5,2,1,90
Tagliafico,Ajax,0,1,0,0,0,1,2,0,90
"Bruno Varela
 (GK)",Ajax,0,0,0,0,0,0,0,0,0
Kristensen,Ajax,0,0,0,0,0,0,0,0,0
Sinkgraven,Ajax,0,0,0,0,0,0,0,0,0
Huntelaar,Ajax,0,0,0,0,0,0,0,0,0
Magallán,Ajax,0,0,0,0,0,0,0,0,0
Dolberg,Ajax,0,0,0,0,0,0,0,0,0
Ekkelenkamp,Ajax,0,1,1,0,0,0,1,0,15
Erik Ten Hag,Ajax(COACH),0,0,0,0,0,0,0,0,0
"Szczęsny
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
Pjanić,Juventus,0,1,0,0,5,3,1,0,90
Ronaldo,Juventus,1,2,1,0,0,0,1,0,90
Alex Sandro,Juventus,0,0,0,0,1,3,2,0,90
Matuidi,Juventus,0,0,0,0,3,1,1,0,75
Mandžukić,Juventus,0,0,0,0,1,0,1,0,60
Bonucci,Juventus,0,0,0,0,2,0,1,0,90
João Cancelo,Juventus,0,0,0,1,1,3,0,0,90
Rugani,Juventus,0,0,0,0,2,0,0,0,90
Bentancur,Juventus,0,1,0,0,2,1,2,0,90
Bernardeschi,Juventus,0,2,0,0,1,3,0,0,90
"Perin
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
De Sciglio,Juventus,0,0,0,0,0,0,0,0,0
Khedira,Juventus,0,0,0,0,0,0,0,0,0
Dybala,Juventus,0,0,0,0,0,0,0,0,15
Douglas Costa,Juventus,0,1,0,0,0,2,1,0,30
Kean,Juventus,0,0,0,0,0,0,0,0,0
Spinazzola,Juventus,0,0,0,0,0,0,0,0,0
Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
"Lloris
 (GK)",Tottenham,0,0,0,0,0,0,0,0,90
Trippier,Tottenham,0,0,0,0,2,6,2,0,90
Rose,Tottenham,0,1,1,0,1,5,1,0,90
Alderweireld,Tottenham,0,1,0,0,1,0,0,0,90
Vertonghen,Tottenham,0,0,0,0,0,0,1,0,90
Son,Tottenham,1,4,2,0,2,0,0,1,90
Winks,Tottenham,0,1,0,0,1,0,0,0,81
Kane,Tottenham,0,2,1,0,0,0,0,0,58
Sissoko,Tottenham,0,0,0,0,2,0,1,0,90
Alli,Tottenham,0,2,0,0,0,0,1,0,87
Eriksen,Tottenham,0,2,0,0,1,2,0,1,90
"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
Sánchez,Tottenham,0,0,0,0,0,0,0,0,0
Wanyama,Tottenham,0,0,0,0,0,0,1,0,9
Llorente,Tottenham,0,0,0,0,0,0,0,0,3
Foyth,Tottenham,0,0,0,0,0,0,0,0,0
Moura,Tottenham,0,0,0,0,1,0,1,0,32
Davies,Tottenham,0,0,0,0,0,0,0,0,0
Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
"Ederson
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
Walker,Man. City,0,0,0,0,1,1,0,0,90
Sterling,Man. City,0,2,1,0,2,0,1,0,90
Gündoğan,Man. City,0,0,0,0,0,1,1,0,90
Agüero,Man. City,0,2,0,0,0,0,0,0,71
Laporte,Man. City,0,0,0,0,0,0,2,0,90
Delph,Man. City,0,1,0,0,1,0,0,0,90
David Silva,Man. City,0,1,0,0,0,0,0,2,89
Fernandinho,Man. City,0,1,0,0,2,0,3,0,90
Mahrez,Man. City,0,1,0,0,0,8,1,0,89
Otamendi,Man. City,0,0,0,0,3,0,3,1,90
"Muric
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
Kompany,Man. City,0,0,0,0,0,0,0,0,0
Stones,Man. City,0,0,0,0,0,0,0,0,0
De Bruyne,Man. City,0,0,0,0,0,2,0,0,1
Sané,Man. City,0,0,0,0,0,0,0,0,1
Jesus,Man. City,0,1,0,0,0,0,0,3,19
Foden,Man. City,0,0,0,0,0,0,0,0,0
Josep Guardiola,Man. City(COACH),0,0,0,0,0,0,0,0,0
"Alisson Becker
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
Fabinho,Liverpool,0,0,0,0,3,0,1,0,90
Van Dijk,Liverpool,0,0,0,0,0,0,1,0,90
Lovren,Liverpool,0,0,0,0,0,0,0,0,90
Milner,Liverpool,0,1,0,0,1,3,1,0,90
Keïta,Liverpool,1,2,1,0,2,0,1,0,90
Firmino,Liverpool,1,3,1,1,0,1,0,0,82
Mané,Liverpool,0,1,0,0,0,0,0,2,73
Salah,Liverpool,0,7,1,0,1,1,3,0,90
Henderson,Liverpool,0,0,0,0,2,2,1,1,90
Alexander-Arnold,Liverpool,0,1,0,0,1,5,0,0,90
"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
Wijnaldum,Liverpool,0,0,0,0,0,0,0,0,0
Gomez,Liverpool,0,0,0,0,0,0,0,0,0
Sturridge,Liverpool,0,0,0,0,0,0,0,0,8
Shaqiri,Liverpool,0,0,0,0,0,0,0,0,0
Origi,Liverpool,0,0,0,0,0,1,1,1,17
Matip,Liverpool,0,0,0,0,0,0,0,0,0
Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
"Casillas
 (GK)",Porto,0,0,0,0,0,0,0,0,90
Maxi Pereira,Porto,0,0,0,0,2,0,0,0,77
Éder Militão,Porto,0,0,0,0,2,0,0,0,90
Óliver Torres,Porto,0,1,0,0,4,0,0,0,73
Marega,Porto,0,5,3,0,0,1,1,1,90
Alex Telles,Porto,0,0,0,0,0,5,0,0,90
Corona,Porto,0,0,0,0,2,6,1,0,90
Danilo,Porto,0,1,0,0,3,0,0,0,90
Otávio,Porto,0,0,0,0,1,1,3,0,90
Felipe,Porto,0,0,0,0,4,0,0,0,90
Soares,Porto,0,1,0,0,0,2,1,1,62
"Vaná
 (GK)",Porto,0,0,0,0,0,0,0,0,0
Diogo Leite,Porto,0,0,0,0,0,0,0,0,0
Bruno Costa,Porto,0,0,0,0,0,0,1,0,17
Hernâni,Porto,0,0,0,0,0,0,0,0,0
Brahimi,Porto,0,0,0,0,0,0,0,0,28
André Pereira,Porto,0,0,0,0,0,0,0,0,0
Fernando,Porto,0,0,0,0,0,0,1,0,13
Sérgio Conceição,Porto(COACH),0,0,0,0,0,0,0,0,0
"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
Piqué,Barcelona,1,1,1,0,2,0,1,0,90
Rakitić,Barcelona,0,3,0,0,1,0,1,0,90
Sergio Busquets,Barcelona,0,1,0,0,2,0,2,0,90
Coutinho,Barcelona,1,4,2,0,1,4,1,2,70
Arthur,Barcelona,0,0,0,0,0,0,0,0,74
Luis Suárez,Barcelona,0,2,1,1,0,0,0,1,90
Messi,Barcelona,2,7,3,2,0,2,1,1,90
Lenglet,Barcelona,0,0,0,0,1,0,1,0,90
Jordi Alba,Barcelona,0,0,0,0,1,1,0,0,90
Sergi Roberto,Barcelona,0,0,0,0,1,0,1,0,83
"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
Semedo,Barcelona,0,0,0,0,0,0,0,0,7
Dembélé,Barcelona,1,1,1,0,0,2,0,0,20
Malcom,Barcelona,0,0,0,0,0,0,0,0,0
Vidal,Barcelona,0,0,0,0,0,0,3,0,16
Umtiti,Barcelona,0,0,0,0,0,0,0,0,0
Aleñá,Barcelona,0,0,0,0,0,0,0,0,0
Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
"Lopes
 (GK)",Lyon,0,0,0,0,0,0,0,0,90
Denayer,Lyon,0,0,0,0,2,0,2,0,90
Marcelo,Lyon,0,0,0,0,1,0,2,0,90
Dembélé,Barcelona,0,3,0,0,0,0,3,0,90
Depay,Lyon,0,2,0,0,0,5,0,0,73
Dubois,Lyon,0,0,0,0,2,0,1,0,90
Fekir,Lyon,0,3,1,0,0,1,7,1,90
Marçal,Lyon,0,0,0,0,3,1,2,0,90
Mendy,Lyon,0,0,0,0,3,3,1,0,77
Ndombélé,Lyon,0,1,0,0,3,1,0,0,90
Tousart,Lyon,1,1,1,0,2,0,0,0,90
"Gorgelin
 (GK)",Lyon,0,0,0,0,0,0,0,0,0
Rafael,Lyon,0,0,0,0,0,0,0,0,0
Aouar,Lyon,0,0,0,0,0,0,0,0,0
Traoré,Lyon,0,0,0,0,0,2,0,0,17
Tete,Lyon,0,0,0,0,0,0,0,0,0
Cheikh,Lyon,0,0,0,0,0,0,0,0,0
Cornet,Lyon,0,0,0,0,0,2,0,1,13
Bruno Génésio,Lyon(COACH),0,0,0,0,0,0,0,0,0
"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
Süle,Bayern,0,0,0,0,0,0,0,0,90
Hummels,Bayern,0,0,0,0,3,0,1,0,90
Thiago Alcántara,Bayern,0,1,0,0,4,0,1,0,90
Ribéry,Bayern,0,0,0,0,0,2,0,1,61
Javi Martínez,Bayern,0,0,0,0,2,0,0,1,72
Lewandowski,Bayern,0,1,1,0,1,0,2,3,90
James Rodríguez,Bayern,0,0,0,0,0,5,1,0,79
Rafinha,Bayern,0,0,0,0,1,0,0,0,90
Gnabry,Bayern,0,1,0,0,1,2,1,0,90
Alaba,Bayern,0,1,1,0,2,1,1,0,90
"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
Boateng,Bayern,0,0,0,0,0,0,0,0,0
Goretzka,Bayern,0,1,0,0,1,0,0,0,18
Davies,Bayern,0,0,0,0,0,0,0,0,0
Jeong,Bayern,0,0,0,0,0,0,0,0,0
Coman,Bayern,0,0,0,0,1,0,0,0,29
Renato Sanches,Bayern,0,1,0,0,0,0,1,0,11
Niko Kovač,Bayern(COACH),0,0,0,0,0,0,0,0,0
"Alisson Becker
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
Van Dijk,Liverpool,1,1,1,1,3,0,1,0,90
Wijnaldum,Liverpool,0,1,0,0,0,0,0,0,90
Milner,Liverpool,0,0,0,1,1,4,1,0,87
Firmino,Liverpool,0,2,1,0,1,0,2,0,83
Mané,Liverpool,2,2,2,0,1,1,2,2,90
Salah,Liverpool,0,2,1,1,0,0,0,0,90
Henderson,Liverpool,0,0,0,0,0,0,1,0,13
Robertson,Liverpool,0,1,1,0,2,0,2,0,90
Matip,Liverpool,0,0,0,0,3,0,2,0,90
Alexander-Arnold,Liverpool,0,0,0,0,5,10,1,0,90
"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
Fabinho,Liverpool,0,1,0,0,1,0,2,0,77
Lovren,Liverpool,0,0,0,0,0,0,0,0,0
Sturridge,Liverpool,0,0,0,0,0,0,0,0,0
Lallana,Liverpool,0,0,0,0,0,0,0,0,3
Shaqiri,Liverpool,0,0,0,0,0,0,0,0,0
Origi,Liverpool,0,0,0,0,0,0,0,0,7
Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
"Szczęsny
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
Chiellini,Juventus,0,1,1,0,2,3,0,0,90
Pjanić,Juventus,0,0,0,0,1,8,3,0,90
Ronaldo,Juventus,3,4,2,0,0,6,2,0,90
Matuidi,Juventus,0,1,0,0,1,0,0,0,90
Mandžukić,Juventus,0,0,0,0,0,0,1,0,80
Bonucci,Juventus,0,0,0,0,2,0,0,0,90
João Cancelo,Juventus,0,0,0,1,0,8,0,0,90
Emre Can,Juventus,0,0,0,0,2,0,2,0,90
Bernardeschi,Juventus,0,5,0,1,1,4,3,0,90
Spinazzola,Juventus,0,0,0,0,0,8,0,0,67
"Perin
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
Cáceres,Juventus,0,0,0,0,0,0,0,0,0
Dybala,Juventus,0,0,0,0,1,1,0,0,23
Kean,Juventus,0,1,0,0,0,0,1,0,10
Rugani,Juventus,0,0,0,0,0,0,0,0,0
Bentancur,Juventus,0,0,0,0,0,0,0,0,0
Nicolussi,Juventus,0,0,0,0,0,0,0,0,0
Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
Godín,Atlético,0,0,0,0,2,0,0,0,90
Arias,Atlético,0,0,0,0,2,1,0,0,77
Koke,Atlético,0,1,0,0,2,2,1,0,90
Griezmann,Atlético,0,1,0,0,1,2,0,0,90
Saúl Ñíguez,Atlético,0,0,0,0,0,1,2,0,90
Lemar,Atlético,0,0,0,0,0,1,1,0,57
Rodri,Atlético,0,1,0,0,1,0,2,0,90
Juanfran,Atlético,0,0,0,0,2,0,2,0,90
Morata,Atlético,0,1,0,0,1,0,5,2,90
Giménez,Atlético,0,0,0,0,1,0,1,0,90
"Adán
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
N. Kalinić,Atlético,0,0,0,0,0,0,0,0,0
Correa,Atlético,0,1,0,0,0,0,3,0,33
Savić,Atlético,0,0,0,0,0,0,0,0,0
Vitolo,Atlético,0,0,0,0,0,0,1,0,13
Mikel Carro,Atlético,0,0,0,0,0,0,0,0,0
Montero,Atlético,0,0,0,0,0,0,0,0,0
Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
"Ederson
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
Walker,Man. City,0,0,0,0,1,0,1,0,90
Danilo,Man. City,0,0,0,0,2,0,0,0,90
Sterling,Man. City,1,2,2,1,0,1,3,1,90
Gündoğan,Man. City,0,0,0,0,3,1,0,0,90
Agüero,Man. City,2,3,2,0,0,0,0,0,64
Laporte,Man. City,0,0,0,0,1,0,1,0,72
Sané,Man. City,1,3,1,3,2,1,1,1,90
Bernardo Silva,Man. City,1,1,1,1,3,0,2,0,90
David Silva,Man. City,0,0,0,0,1,1,0,0,64
Zinchenko,Man. City,0,0,0,1,3,1,2,0,90
"Muric
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
Stones,Man. City,0,0,0,0,0,0,0,0,0
Delph,Man. City,0,0,0,0,0,1,0,0,18
Mahrez,Man. City,0,0,0,0,0,0,0,0,0
Jesus,Man. City,1,2,1,0,0,0,0,1,26
Foden,Man. City,1,2,2,0,0,0,0,0,26
Humphreys,Man. City,0,0,0,0,0,0,0,0,0
Josep Guardiola,Man. City(COACH),0,0,0,0,0,0,0,0,0
"Fährmann
 (GK)",Schalke,0,0,0,0,0,0,0,0,90
McKennie,Schalke,0,0,0,0,3,0,0,0,74
Serdar,Schalke,0,0,0,0,0,0,0,0,90
Bentaleb,Schalke,0,0,0,0,1,1,0,0,90
Konoplyanka,Schalke,0,0,0,0,0,2,0,0,90
Stambouli,Schalke,0,1,0,0,6,0,4,0,90
Burgstaller,Schalke,0,1,1,0,0,0,0,0,79
Oczipka,Schalke,0,0,0,0,0,6,0,0,90
Sané,Man. City,0,0,0,0,3,0,1,0,90
Bruma,Schalke,0,0,0,0,0,0,1,0,90
Embolo,Schalke,0,0,0,0,0,1,1,0,69
"Nübel
 (GK)",Schalke,0,0,0,0,0,0,0,0,0
Mendyl,Schalke,0,0,0,0,0,0,0,0,16
Rudy,Schalke,0,0,0,0,0,0,0,0,0
Matondo,Schalke,0,0,0,0,0,0,0,0,0
Kutucu,Schalke,0,0,0,0,0,0,0,0,0
Skrzybski,Schalke,0,0,0,0,1,0,0,0,21
Teuchert,Schalke,0,0,0,0,0,0,0,0,11
Domenico Tedesco,Schalke(COACH),0,0,0,0,0,0,0,0,0
"Buffon
 (GK)",Paris,0,0,0,0,0,0,0,0,90
Thiago Silva,Paris,0,1,0,0,0,0,0,0,90
Kimpembe,Paris,0,0,0,0,1,0,2,0,90
Kehrer,Paris,0,0,0,0,0,0,1,0,70
Marquinhos,Paris,0,0,0,0,1,1,1,0,90
Verratti,Paris,0,0,0,0,1,1,1,0,90
Mbappé,Paris,0,3,0,1,0,1,0,2,90
Di María,Paris,0,3,1,0,0,7,2,1,90
Dani Alves,Paris,0,1,0,0,1,7,1,0,90
Bernat,Paris,1,3,2,0,2,3,0,0,90
Draxler,Paris,0,0,0,0,1,5,0,1,70
"Areola
 (GK)",Paris,0,0,0,0,0,0,0,0,0
Paredes,Paris,0,0,0,0,0,0,1,0,20
Cavani,Paris,0,0,0,0,0,0,0,0,0
Meunier,Paris,0,1,1,0,0,2,0,0,20
Choupo-Moting,Paris,0,0,0,0,0,0,0,0,0
Kurzawa,Paris,0,0,0,0,0,0,0,0,0
Dagba,Paris,0,0,0,0,0,0,0,0,0
Thomas Tuchel,Paris(COACH),0,0,0,0,0,0,0,0,0
"De Gea
 (GK)",Man. United,0,0,0,0,0,0,0,0,90
Lindelöf,Man. United,0,0,0,0,1,0,0,0,90
Bailly,Man. United,0,0,0,0,0,0,0,0,36
R. Lukaku,Man. United,2,2,2,0,0,0,1,0,90
Rashford,Man. United,1,1,1,1,2,1,0,2,90
Smalling,Man. United,0,0,0,0,3,0,0,0,90
Pereira,Man. United,0,0,0,0,0,1,3,0,80
Fred,Man. United,0,0,0,0,1,0,2,0,90
Young,Man. United,0,0,0,0,2,0,0,0,87
Shaw,Man. United,0,0,0,0,1,1,2,0,90
McTominay,Man. United,0,0,0,0,1,0,4,0,90
"Romero
 (GK)",Man. United,0,0,0,0,0,0,0,0,0
Rojo,Man. United,0,0,0,0,0,0,0,0,0
Dalot,Man. United,0,1,0,0,0,3,1,0,54
Garner,Man. United,0,0,0,0,0,0,0,0,0
Chong,Man. United,0,0,0,0,0,0,1,0,10
Gomes,Man. United,0,0,0,0,0,0,0,0,0
Greenwood,Man. United,0,0,0,0,0,0,1,0,3
Ole Gunnar Solskjær,Man. United(COACH),0,0,0,0,0,0,0,0,0
"Casillas
 (GK)",Porto,0,0,0,0,0,0,0,0,90
Éder Militão,Porto,0,1,0,0,1,4,6,0,3
Marega,Porto,1,4,2,1,0,5,1,0,90
Alex Telles,Porto,1,2,0,0,4,17,1,0,90
Herrera,Porto,0,2,1,0,0,0,1,0,90
Corona,Porto,0,3,0,1,2,8,0,0,69
Danilo,Porto,0,4,1,0,1,0,0,0,90
Otávio,Porto,0,2,1,0,2,3,3,0,90
Felipe,Porto,0,1,0,0,2,1,0,0,90
Soares,Porto,1,6,2,0,0,0,2,0,78
Pepe,Porto,0,1,0,0,2,0,1,1,90
"Vaná
 (GK)",Porto,0,0,0,0,0,0,0,0,0
Maxi Pereira,Porto,0,1,0,0,0,0,1,0,12
Hernâni,Porto,0,1,0,0,0,1,0,0,26
Brahimi,Porto,0,1,1,0,0,1,0,0,21
Óliver Torres,Porto,0,0,0,0,0,0,0,0,0
Adrián López,Porto,0,0,0,0,0,0,0,0,0
Fernando,Porto,0,1,0,0,0,0,3,0,12
Sérgio Conceição,Porto(COACH),0,0,0,0,0,0,0,0,0
"Olsen
 (GK)",Roma,0,0,0,0,0,0,0,0,90
Karsdorp,Roma,0,0,0,0,0,0,1,0,55
Juan Jesus,Roma,0,0,0,0,0,0,0,0,90
Perotti,Roma,0,1,0,0,3,8,1,0,90
Džeko,Roma,0,6,0,0,0,1,2,2,90
Kolarov,Roma,0,1,0,0,1,11,0,0,90
Marcano,Roma,0,1,0,0,3,0,1,0,77
De Rossi,Roma,1,0,0,0,1,0,2,0,90
Zaniolo,Roma,0,2,0,0,0,1,2,0,90
Nzonzi,Roma,0,0,0,0,1,1,5,0,90
Manolas,Roma,0,2,0,0,0,0,1,0,90
"Mirante
 (GK)",Roma,0,0,0,0,0,0,0,0,0
Cristante,Roma,0,0,0,0,0,0,0,0,78
Lorenzo Pellegrini,Roma,0,0,0,0,0,0,2,0,14
Schick,Roma,0,0,0,0,1,0,1,0,14
Santon,Roma,0,0,0,0,0,0,0,0,0
Florenzi,Roma,0,1,0,0,2,1,2,0,35
El Shaarawy,Roma,0,0,0,0,0,0,0,0,0
