,Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
4357,Bernardo Silva,Man. City,1,1,1,0,1,4,1,0,90
4358,Fernandinho,Man. City,0,1,0,1,4,0,1,0,90
4359,Otamendi,Man. City,0,0,0,0,2,0,0,0,90
4360,"Bravo
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
4361,Danilo,Man. City,0,1,0,0,0,0,0,0,5
4362,Stones,Man. City,0,0,0,0,0,0,0,0,0
4363,Laporte,Man. City,0,0,0,0,0,0,0,0,0
4364,Sané,Man. City,0,1,0,0,0,1,1,1,33
4365,David Silva,Man. City,0,1,0,0,0,0,0,0,27
4366,Foden,Man. City,0,0,0,0,0,0,0,0,0
4367,Josep Guardiola,Man. City(COACH),0,0,0,0,0,0,0,0,0
4368,"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
4369,De Sciglio,Juventus,0,0,0,0,1,2,0,0,90
4370,Chiellini,Juventus,0,0,0,0,1,0,1,0,90
4371,Benatia,Juventus,0,1,0,0,6,0,2,0,90
4372,Pjanić,Juventus,0,0,0,1,1,5,1,0,90
4373,Khedira,Juventus,0,0,0,0,0,0,0,0,66
4374,Higuaín,Juventus,2,4,2,0,1,0,2,2,90
4375,Douglas Costa,Juventus,0,0,0,0,1,2,3,1,90
4376,Alex Sandro,Juventus,0,0,0,0,0,1,2,0,90
4377,Mandžukić,Juventus,0,1,1,0,1,1,2,2,76
4378,Bernardeschi,Juventus,0,3,2,0,0,0,2,0,90
4379,"Szczęsny
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
4380,Marchisio,Juventus,0,0,0,0,0,0,0,0,0
4381,Asamoah,Juventus,0,0,0,0,0,0,0,0,0
4382,Rugani,Juventus,0,0,0,0,0,0,0,0,0
4383,Sturaro,Juventus,0,0,0,0,0,0,0,0,14
4384,Bentancur,Juventus,0,0,0,0,1,0,1,0,24
4385,Muratore,Juventus,0,0,0,0,0,0,0,0,0
4386,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
4387,"Lloris
 (GK)",Tottenham,0,0,0,0,0,0,0,0,90
4388,Vertonghen,Tottenham,0,0,0,0,2,0,0,0,90
4389,Sánchez,Tottenham,0,0,0,0,2,0,1,0,90
4390,Kane,Tottenham,1,5,4,0,1,1,2,0,90
4391,Lamela,Tottenham,0,0,0,0,1,5,1,0,89
4392,Dier,Tottenham,0,0,0,0,1,1,0,0,90
4393,Dembélé,Tottenham,0,0,0,0,1,0,2,0,90
4394,Alli,Tottenham,0,1,0,1,1,0,1,0,83
4395,Eriksen,Tottenham,1,6,2,0,2,5,1,0,90
4396,Aurier,Tottenham,0,0,0,0,2,4,3,0,90
4397,Davies,Tottenham,0,0,0,0,0,6,2,0,90
4398,"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
4399,Trippier,Tottenham,0,0,0,0,0,0,0,0,0
4400,Rose,Tottenham,0,0,0,0,0,0,0,0,0
4401,Son,Tottenham,0,0,0,0,0,0,0,0,7
4402,Wanyama,Tottenham,0,0,0,0,0,0,0,0,0
4403,Sissoko,Tottenham,0,0,0,0,0,0,0,0,0
4404,Moura,Tottenham,0,0,0,0,0,0,0,0,1
4405,Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
4406,"Lloris
 (GK)",Tottenham,0,0,0,0,0,0,0,0,90
4407,Trippier,Tottenham,0,0,0,0,2,9,1,0,90
4408,Rose,Tottenham,0,2,1,0,1,4,0,0,90
4409,Alderweireld,Tottenham,0,0,0,0,1,0,0,0,90
4410,Vertonghen,Tottenham,0,1,0,0,1,0,0,0,90
4411,Son,Tottenham,0,3,3,0,0,0,1,3,90
4412,Winks,Tottenham,0,0,0,0,0,1,0,0,66
4413,Kane,Tottenham,0,1,1,0,0,2,2,0,90
4414,Sissoko,Tottenham,0,1,0,0,1,0,1,0,74
4415,Alli,Tottenham,0,3,1,0,0,0,0,0,81
4416,Eriksen,Tottenham,0,3,1,0,0,4,0,0,90
4417,"Vorm
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
4418,"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
4419,Sánchez,Tottenham,0,0,0,0,0,0,0,0,0
4420,Lamela,Tottenham,0,0,0,0,0,0,0,0,0
4421,Wanyama,Tottenham,0,0,0,0,0,0,0,0,0
4422,Dier,Tottenham,0,0,0,0,0,1,0,0,16
4423,Walker-Peters,Tottenham,0,0,0,0,0,0,0,0,0
4424,Llorente,Tottenham,0,0,0,0,0,0,0,0,9
4425,Foyth,Tottenham,0,0,0,0,0,0,0,0,0
4426,Aurier,Tottenham,0,0,0,0,0,0,0,0,0
4427,Moura,Tottenham,0,2,1,0,0,0,0,0,24
4428,Davies,Tottenham,0,0,0,0,0,0,0,0,0
4429,Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
4430,"Alisson Becker
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
4431,Fabinho,Liverpool,0,1,0,0,0,0,2,0,90
4432,Van Dijk,Liverpool,0,1,0,0,0,0,0,0,90
4433,Wijnaldum,Liverpool,0,0,0,0,0,0,1,0,62
4434,Firmino,Liverpool,0,0,0,0,0,0,0,1,58
4435,Mané,Liverpool,0,0,0,0,1,1,0,0,90
4436,Salah,Liverpool,1,5,0,0,0,1,0,1,90
4437,Henderson,Liverpool,0,2,0,0,2,1,0,0,90
4438,Robertson,Liverpool,0,1,1,0,1,3,1,0,90
4439,Matip,Liverpool,0,0,0,1,0,0,1,0,90
4440,Alexander-Arnold,Liverpool,0,1,0,0,0,8,0,0,90
4441,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
4442,"Kelleher
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
4443,Lovren,Liverpool,0,0,0,0,0,0,0,0,0
4444,Milner,Liverpool,0,1,0,0,0,2,1,0,28
4445,Gomez,Liverpool,0,0,0,0,0,0,0,0,0
4446,Sturridge,Liverpool,0,0,0,0,0,0,0,0,0
4447,Moreno,Liverpool,0,0,0,0,0,0,0,0,0
4448,Lallana,Liverpool,0,0,0,0,0,0,0,0,0
4449,Oxlade-Chamberlain,Liverpool,0,0,0,0,0,0,0,0,0
4450,Shaqiri,Liverpool,0,0,0,0,0,0,0,0,0
4451,Brewster,Liverpool,0,0,0,0,0,0,0,0,0
4452,Origi,Liverpool,1,1,1,0,0,0,0,0,32
4453,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
4454,"Onana
 (GK)",Ajax,0,0,0,0,0,0,0,0,90
4455,De Ligt,Ajax,1,2,1,0,3,1,0,0,90
4456,Van de Beek,Ajax,0,1,0,0,2,0,0,0,90
4457,Tadić,Ajax,0,3,1,1,0,1,3,1,90
4458,Mazraoui,Ajax,0,1,0,0,3,0,0,0,90
4459,Blind,Ajax,0,1,0,0,3,0,1,0,90
4460,Schöne,Ajax,0,0,0,1,0,1,0,0,60
4461,F. de Jong,Ajax,0,1,0,0,1,0,0,0,90
4462,Ziyech,Ajax,1,7,2,0,1,6,4,1,90
4463,Dolberg,Ajax,0,0,0,0,1,0,4,0,67
4464,Tagliafico,Ajax,0,0,0,0,3,0,0,0,90
4465,"Bruno Varela
 (GK)",Ajax,0,0,0,0,0,0,0,0,0
4466,Veltman,Ajax,0,0,0,0,1,0,1,0,30
4467,Sinkgraven,Ajax,0,0,0,0,0,0,0,0,23
4468,Huntelaar,Ajax,0,0,0,0,0,0,0,0,0
4469,Magallán,Ajax,0,0,0,0,0,0,0,0,0
4470,Traoré,Ajax,0,0,0,0,0,0,0,0,0
4471,D. De Wit,Ajax,0,0,0,0,0,0,0,0,0
4472,Erik Ten Hag,Ajax(COACH),0,0,0,0,0,0,0,0,0
4473,"Lloris
 (GK)",Tottenham,0,0,0,0,0,0,0,0,90
4474,Trippier,Tottenham,0,0,0,0,1,8,0,0,81
4475,Rose,Tottenham,0,0,0,0,1,5,2,0,82
4476,Alderweireld,Tottenham,0,1,0,0,3,1,0,0,90
4477,Vertonghen,Tottenham,0,2,1,0,1,0,1,0,90
4478,Son,Tottenham,0,6,1,0,1,2,1,0,90
4479,Wanyama,Tottenham,0,0,0,0,0,0,1,0,46
4480,Sissoko,Tottenham,0,0,0,0,1,0,3,0,90
4481,Alli,Tottenham,0,1,1,2,0,1,1,1,90
4482,Eriksen,Tottenham,0,3,1,0,1,5,0,0,90
4483,Moura,Tottenham,3,5,3,0,0,1,1,0,90
4484,"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
4485,Lamela,Tottenham,0,0,0,0,0,0,0,0,9
4486,Dier,Tottenham,0,0,0,0,0,0,0,0,0
4487,Llorente,Tottenham,0,6,1,0,0,0,1,0,44
4488,Foyth,Tottenham,0,0,0,0,0,0,0,0,0
4489,Davies,Tottenham,0,0,0,0,0,1,1,0,8
4490,Skipp,Tottenham,0,0,0,0,0,0,0,0,0
4491,Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
4492,"Alisson Becker
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
4493,Fabinho,Liverpool,0,0,0,0,1,0,3,0,90
4494,Van Dijk,Liverpool,0,1,1,0,2,0,1,0,90
4495,Milner,Liverpool,0,0,0,0,0,3,1,0,90
4496,Mané,Liverpool,0,0,0,0,0,2,1,1,90
4497,Henderson,Liverpool,0,2,1,0,0,2,2,0,90
4498,Shaqiri,Liverpool,0,2,0,1,0,6,1,0,90
4499,Robertson,Liverpool,0,2,1,0,1,0,0,0,46
4500,Origi,Liverpool,2,2,2,0,0,3,1,0,85
4501,Matip,Liverpool,0,0,0,0,3,0,1,0,90
4502,Alexander-Arnold,Liverpool,0,2,0,1,4,8,0,0,90
4503,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
4504,Wijnaldum,Liverpool,2,2,2,0,0,0,1,0,44
4505,Lovren,Liverpool,0,0,0,0,0,0,0,0,0
4506,Gomez,Liverpool,0,0,0,0,0,0,0,0,5
4507,Sturridge,Liverpool,0,0,0,0,1,0,0,0,0
4508,Brewster,Liverpool,0,0,0,0,0,0,0,0,0
4509,Woodburn,Liverpool,0,0,0,0,0,0,0,0,0
4510,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
4511,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
4512,Piqué,Barcelona,0,0,0,0,4,0,0,0,90
4513,Rakitić,Barcelona,0,0,0,0,1,0,1,0,80
4514,Sergio Busquets,Barcelona,0,0,0,0,1,0,1,0,90
4515,Coutinho,Barcelona,0,1,1,0,2,3,0,0,60
4516,Luis Suárez,Barcelona,0,1,1,0,0,0,0,2,90
4517,Messi,Barcelona,0,5,2,0,0,1,1,0,90
4518,Lenglet,Barcelona,0,0,0,0,0,0,0,0,90
4519,Jordi Alba,Barcelona,0,1,1,0,3,6,1,0,90
4520,Sergi Roberto,Barcelona,0,0,0,0,1,1,0,0,90
4521,Vidal,Barcelona,0,0,0,0,2,0,2,0,75
4522,"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
4523,Semedo,Barcelona,0,0,0,0,1,2,2,0,30
4524,Arthur,Barcelona,0,0,0,0,0,0,1,0,15
4525,Malcom,Barcelona,0,0,0,0,0,0,0,0,10
4526,Umtiti,Barcelona,0,0,0,0,0,0,0,0,0
4527,Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
4528,Aleñá,Barcelona,0,0,0,0,0,0,0,0,0
4529,Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
4530,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
4531,Piqué,Barcelona,0,0,0,0,2,0,1,0,90
4532,Rakitić,Barcelona,0,0,0,0,1,1,1,0,90
4533,Sergio Busquets,Barcelona,0,0,0,0,3,0,0,0,90
4534,Coutinho,Barcelona,0,1,1,0,1,1,0,1,60
4535,Luis Suárez,Barcelona,1,3,1,1,0,1,2,1,90
4536,Messi,Barcelona,2,4,2,0,0,0,2,0,90
4537,Lenglet,Barcelona,0,1,0,0,1,0,1,0,90
4538,Jordi Alba,Barcelona,0,0,0,1,0,0,0,0,90
4539,Sergi Roberto,Barcelona,0,0,0,0,2,0,0,0,90
4540,Vidal,Barcelona,0,0,0,0,2,0,4,0,90
4541,"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
4542,Semedo,Barcelona,0,0,0,0,0,0,0,1,30
4543,Arthur,Barcelona,0,0,0,0,0,0,0,0,0
4544,Dembélé,Barcelona,0,2,1,0,0,0,0,0,0
4545,Malcom,Barcelona,0,0,0,0,0,0,0,0,0
4546,Umtiti,Barcelona,0,0,0,0,0,0,0,0,0
4547,Aleñá,Barcelona,0,0,0,0,0,0,0,0,0
4548,Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
4549,"Alisson Becker
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
4550,Fabinho,Liverpool,0,0,0,0,3,0,4,0,90
4551,Van Dijk,Liverpool,0,0,0,0,3,0,0,0,90
4552,Wijnaldum,Liverpool,0,0,0,0,0,0,0,1,78
4553,Milner,Liverpool,0,4,2,0,1,4,1,0,84
4554,Keïta,Liverpool,0,0,0,0,1,0,1,0,24
4555,Mané,Liverpool,0,4,0,0,0,1,3,0,90
4556,Salah,Liverpool,0,4,1,0,0,4,1,0,90
4557,Gomez,Liverpool,0,1,0,0,2,1,2,0,90
4558,Robertson,Liverpool,0,0,0,0,0,5,0,0,90
4559,Matip,Liverpool,0,0,0,0,1,0,2,0,90
4560,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
4561,Lovren,Liverpool,0,0,0,0,0,0,0,0,0
4562,Firmino,Liverpool,0,1,0,0,0,1,0,0,12
4563,Henderson,Liverpool,0,2,0,0,1,2,0,0,66
4564,Shaqiri,Liverpool,0,0,0,0,0,0,0,0,0
4565,Origi,Liverpool,0,0,0,0,0,0,1,0,6
4566,Alexander-Arnold,Liverpool,0,0,0,0,0,0,0,0,0
4567,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
4568,"Lloris
 (GK)",Tottenham,0,0,0,0,0,0,0,0,90
4569,Trippier,Tottenham,0,0,0,0,2,5,1,0,80
4570,Rose,Tottenham,0,1,0,0,0,3,2,0,79
4571,Alderweireld,Tottenham,0,2,0,0,1,0,1,0,90
4572,Vertonghen,Tottenham,0,0,0,0,0,0,1,0,39
4573,Sánchez,Tottenham,0,0,0,0,3,0,1,0,90
4574,Wanyama,Tottenham,0,1,0,0,2,0,1,0,90
4575,Llorente,Tottenham,0,1,0,0,0,0,2,0,90
4576,Alli,Tottenham,0,3,1,0,2,0,0,0,90
4577,Eriksen,Tottenham,0,1,0,0,2,3,0,0,90
4578,Moura,Tottenham,0,2,0,0,0,0,2,0,90
4579,"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
4580,Dier,Tottenham,0,0,0,0,0,0,0,0,0
4581,Walker-Peters,Tottenham,0,0,0,0,0,0,0,0,0
4582,Sissoko,Tottenham,0,1,0,0,0,1,2,0,51
4583,Foyth,Tottenham,0,0,0,0,1,2,1,0,10
4584,Davies,Tottenham,0,0,0,0,1,0,0,0,11
4585,Skipp,Tottenham,0,0,0,0,0,0,0,0,0
4586,Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
4587,"Onana
 (GK)",Ajax,0,0,0,0,0,0,0,0,90
4588,Veltman,Ajax,0,0,0,0,1,2,1,0,90
4589,De Ligt,Ajax,0,0,0,0,3,0,0,1,90
4590,Van de Beek,Ajax,1,3,2,0,2,0,0,1,90
4591,Neres,Ajax,0,2,0,0,1,2,3,2,90
4592,Tadić,Ajax,0,2,0,0,0,0,2,1,90
4593,Blind,Ajax,0,0,0,0,4,0,1,0,90
4594,Schöne,Ajax,0,1,0,0,3,1,0,0,65
4595,F. de Jong,Ajax,0,0,0,0,3,0,0,0,90
4596,Ziyech,Ajax,0,1,0,1,1,2,1,1,87
4597,Tagliafico,Ajax,0,1,0,0,1,1,4,0,90
4598,"Bruno Varela
 (GK)",Ajax,0,0,0,0,0,0,0,0,0
4599,Sinkgraven,Ajax,0,0,0,0,0,0,0,0,0
4600,Huntelaar,Ajax,0,0,0,0,0,0,1,0,3
4601,Mazraoui,Ajax,0,0,0,0,0,0,1,0,25
4602,Magallán,Ajax,0,0,0,0,0,0,0,0,0
4603,Dolberg,Ajax,0,0,0,0,0,0,0,0,0
4604,D. De Wit,Ajax,0,0,0,0,0,0,0,0,0
4605,Erik Ten Hag,Ajax(COACH),0,0,0,0,0,0,0,0,0
4606,"Casillas
 (GK)",Porto,0,0,0,0,1,0,0,0,90
4607,Éder Militão,Porto,1,2,1,0,1,2,0,0,90
4608,Brahimi,Porto,0,3,1,0,2,0,2,1,81
4609,Marega,Porto,0,5,3,0,0,2,2,0,90
4610,Alex Telles,Porto,0,1,1,1,3,12,0,0,90
4611,Herrera,Porto,0,2,1,0,0,1,2,0,90
4612,Corona,Porto,0,2,1,0,0,7,0,0,78
4613,Danilo,Porto,0,1,0,0,1,0,5,0,90
4614,Otávio,Porto,0,0,0,0,1,0,1,0,46
4615,Felipe,Porto,0,1,0,0,4,0,0,1,90
4616,Pepe,Porto,0,1,0,0,1,0,2,0,90
4617,"Vaná
 (GK)",Porto,0,0,0,0,0,0,0,0,0
4618,Maxi Pereira,Porto,0,0,0,0,0,0,0,0,0
4619,Bruno Costa,Porto,0,0,0,0,0,0,0,0,9
4620,Óliver Torres,Porto,0,0,0,0,0,0,0,0,0
4621,André Pereira,Porto,0,0,0,0,0,0,0,0,0
4622,Soares,Porto,0,2,0,0,0,0,1,0,44
4623,Fernando,Porto,0,0,0,0,0,0,1,0,12
4624,Sérgio Conceição,Porto(COACH),0,0,0,0,0,0,0,0,0
4625,"Alisson Becker
 (GK)",Liverpool,0,0,0,0,0,0,0,0,90
4626,Fabinho,Liverpool,0,0,0,0,3,0,2,0,90
4627,Van Dijk,Liverpool,1,1,1,0,1,0,0,0,90
4628,Wijnaldum,Liverpool,0,0,0,0,0,0,0,0,90
4629,Milner,Liverpool,0,1,0,0,2,3,2,0,90
4630,Mané,Liverpool,1,3,1,1,0,0,2,2,90
4631,Salah,Liverpool,1,7,2,1,0,0,2,0,90
4632,Robertson,Liverpool,0,0,0,0,0,0,2,0,71
4633,Origi,Liverpool,0,0,0,0,1,0,2,0,46
4634,Matip,Liverpool,0,0,0,0,4,0,1,0,90
4635,Alexander-Arnold,Liverpool,0,0,0,1,1,3,0,0,66
4636,"Mignolet
 (GK)",Liverpool,0,0,0,0,0,0,0,0,0
4637,Keïta,Liverpool,0,0,0,0,0,0,0,0,0
4638,Firmino,Liverpool,1,1,1,0,0,0,0,0,44
4639,Gomez,Liverpool,0,0,0,0,0,0,0,0,24
4640,Henderson,Liverpool,0,0,0,1,0,1,0,0,19
4641,Sturridge,Liverpool,0,0,0,0,0,0,0,0,0
4642,Shaqiri,Liverpool,0,0,0,0,0,0,0,0,0
4643,Jürgen Klopp,Liverpool(COACH),0,0,0,0,0,0,0,0,0
4644,"Ederson
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
4645,Walker,Man. City,0,1,0,0,0,3,1,0,90
4646,Kompany,Man. City,0,0,0,0,1,0,0,0,90
4647,Sterling,Man. City,2,3,3,0,1,1,0,2,90
4648,Gündoğan,Man. City,0,3,0,0,2,3,0,0,90
4649,Agüero,Man. City,1,4,2,1,0,2,0,1,90
4650,Laporte,Man. City,0,0,0,0,2,0,0,0,90
4651,De Bruyne,Man. City,0,4,2,3,0,7,0,0,90
4652,Bernardo Silva,Man. City,1,3,1,0,2,2,3,0,90
4653,David Silva,Man. City,0,2,0,0,0,1,0,0,63
4654,B. Mendy,Man. City,0,0,0,0,0,3,2,0,84
4655,"Muric
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
4656,Stones,Man. City,0,0,0,0,0,0,0,0,0
4657,Sané,Man. City,0,0,0,0,0,0,0,0,6
4658,Fernandinho,Man. City,0,0,0,0,0,0,2,0,27
4659,Mahrez,Man. City,0,0,0,0,0,0,0,0,0
4660,Otamendi,Man. City,0,0,0,0,0,0,0,0,0
4661,Jesus,Man. City,0,0,0,0,0,0,0,0,0
4662,Josep Guardiola,Man. City(COACH),0,0,0,0,0,0,0,0,0
4663,"Lloris
 (GK)",Tottenham,0,0,0,0,0,0,0,0,90
4664,Trippier,Tottenham,0,0,0,1,1,2,1,0,90
4665,Rose,Tottenham,0,0,0,0,2,1,1,0,90
4666,Alderweireld,Tottenham,0,0,0,0,0,0,0,0,90
4667,Vertonghen,Tottenham,0,0,0,0,1,0,1,0,90
4668,Son,Tottenham,2,5,3,0,0,0,1,0,90
4669,Wanyama,Tottenham,0,0,0,0,2,0,4,0,90
4670,Sissoko,Tottenham,0,0,0,0,1,0,0,0,41
4671,Alli,Tottenham,0,0,0,0,2,1,0,0,90
4672,Eriksen,Tottenham,0,4,1,1,0,0,0,0,90
4673,Moura,Tottenham,0,0,0,0,0,0,1,1,82
4674,"Gazzaniga
 (GK)",Tottenham,0,0,0,0,0,0,0,0,0
4675,Sánchez,Tottenham,0,0,0,0,0,0,0,0,0
4676,Walker-Peters,Tottenham,0,0,0,0,0,0,0,0,0
4677,Llorente,Tottenham,1,2,2,0,0,0,2,2,49
4678,Foyth,Tottenham,0,0,0,0,0,0,0,0,0
4679,Davies,Tottenham,0,0,0,0,0,0,1,0,8
4680,Skipp,Tottenham,0,0,0,0,0,0,0,0,0
4681,Mauricio Pochettino,Tottenham(COACH),0,0,0,0,0,0,0,0,0
4682,"Szczęsny
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
4683,De Sciglio,Juventus,0,1,0,0,2,1,2,0,64
4684,Pjanić,Juventus,0,0,0,1,3,5,1,0,90
4685,Ronaldo,Juventus,1,6,1,0,1,0,1,1,90
4686,Dybala,Juventus,0,1,1,0,0,1,1,0,46
4687,Alex Sandro,Juventus,0,0,0,0,4,2,1,0,90
4688,Matuidi,Juventus,0,0,0,0,1,4,2,0,90
4689,Bonucci,Juventus,0,0,0,0,2,0,1,0,90
4690,Emre Can,Juventus,0,1,0,0,2,0,1,0,90
4691,Rugani,Juventus,0,0,0,0,2,0,2,0,90
4692,Bernardeschi,Juventus,0,1,0,0,1,1,0,0,80
4693,"Pinsoglio
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
4694,Khedira,Juventus,0,0,0,0,0,0,0,0,0
4695,Barzagli,Juventus,0,0,0,0,0,0,0,0,0
4696,Kean,Juventus,0,2,0,0,1,0,1,0,44
4697,João Cancelo,Juventus,0,0,0,0,0,5,1,0,26
4698,Bentancur,Juventus,0,0,0,0,1,1,0,0,10
4699,Spinazzola,Juventus,0,0,0,0,0,0,0,0,0
4700,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
4701,"Onana
 (GK)",Ajax,0,0,0,0,0,0,0,0,90
4702,Veltman,Ajax,0,0,0,0,2,2,0,1,90
4703,De Ligt,Ajax,1,2,1,0,1,0,1,0,90
4704,Van de Beek,Ajax,1,4,2,0,1,0,0,0,90
4705,Neres,Ajax,0,2,0,0,1,1,0,1,90
4706,Tadić,Ajax,0,0,0,0,0,0,4,0,90
4707,Mazraoui,Ajax,0,0,0,0,0,0,0,0,11
4708,Blind,Ajax,0,1,0,0,0,0,1,0,90
4709,Schöne,Ajax,0,2,0,1,2,4,4,0,90
4710,F. de Jong,Ajax,0,0,0,0,1,0,1,0,90
4711,Ziyech,Ajax,0,3,1,1,0,7,0,1,88
4712,"Bruno Varela
 (GK)",Ajax,0,0,0,0,0,0,0,0,0
4713,Sinkgraven,Ajax,0,0,0,0,0,1,1,0,19
4714,Huntelaar,Ajax,0,0,0,0,0,0,0,0,2
4715,Magallán,Ajax,0,0,0,0,0,0,0,0,8
4716,Dolberg,Ajax,0,0,0,0,0,0,0,0,0
4717,D. De Wit,Ajax,0,0,0,0,0,0,0,0,0
4718,Ekkelenkamp,Ajax,0,0,0,0,0,0,0,0,0
4719,Erik Ten Hag,Ajax(COACH),0,0,0,0,0,0,0,0,0
4720,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
4721,Piqué,Barcelona,0,0,0,0,0,0,0,0,90
4722,Rakitić,Barcelona,0,2,1,0,2,0,2,0,90
4723,Sergio Busquets,Barcelona,0,0,0,0,0,0,2,0,90
4724,Coutinho,Barcelona,1,1,1,0,0,3,0,0,81
4725,Arthur,Barcelona,0,0,0,0,1,0,1,0,75
4726,Luis Suárez,Barcelona,0,1,0,0,0,1,2,0,90
4727,Messi,Barcelona,2,7,3,0,1,2,1,0,90
4728,Lenglet,Barcelona,0,0,0,0,1,0,0,0,90
4729,Jordi Alba,Barcelona,0,0,0,1,1,3,0,0,90
4730,Sergi Roberto,Barcelona,0,1,1,0,1,0,1,0,71
4731,"Cillessen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
4732,Semedo,Barcelona,0,0,0,0,0,0,1,0,19
4733,Dembélé,Barcelona,0,0,0,0,0,0,0,0,9
4734,Malcom,Barcelona,0,0,0,0,0,0,0,0,0
4735,Vidal,Barcelona,0,1,0,0,0,0,0,0,15
4736,Umtiti,Barcelona,0,0,0,0,0,0,0,0,0
4737,Aleñá,Barcelona,0,0,0,0,0,0,0,0,0
4738,Ernesto Valverde,Barcelona(COACH),0,0,0,0,0,0,0,0,0
4739,"De Gea
 (GK)",Man. United,0,0,0,0,0,0,0,0,90
4740,Lindelöf,Man. United,0,0,0,0,0,0,0,0,90
4741,Jones,Man. United,0,0,0,0,3,0,0,0,90
4742,Pogba,Man. United,0,2,1,0,0,0,2,1,90
4743,Rashford,Man. United,0,3,1,0,0,0,1,0,73
4744,Martial,Man. United,0,1,0,0,0,0,0,0,65
4745,Smalling,Man. United,0,0,0,0,1,0,1,0,90
4746,Lingard,Man. United,0,1,0,0,0,0,2,0,80
4747,Fred,Man. United,0,0,0,0,3,0,4,0,90
4748,Young,Man. United,0,0,0,0,1,2,2,0,90
4749,McTominay,Man. United,0,1,0,0,0,0,3,0,90
4750,"Romero
 (GK)",Man. United,0,0,0,0,0,0,0,0,0
4751,Alexis Sánchez,Man. United,0,1,1,0,0,0,0,0,10
4752,Mata,Man. United,0,0,0,0,0,0,0,0,0
4753,R. Lukaku,Man. United,0,0,0,0,0,2,0,0,17
4754,Pereira,Man. United,0,0,0,0,0,0,0,0,0
4755,Dalot,Man. United,0,0,0,0,0,3,0,2,25
4756,Matić,Man. United,0,0,0,0,0,0,0,0,0
4757,Ole Gunnar Solskjær,Man. United(COACH),0,0,0,0,0,0,0,0,0
4758,"De Gea
 (GK)",Man. United,0,0,0,0,0,0,0,0,90
4759,Lindelöf,Man. United,0,0,0,0,2,0,1,0,90
4760,Pogba,Man. United,0,0,0,0,0,0,3,0,90
4761,R. Lukaku,Man. United,0,0,0,0,0,2,0,1,68
4762,Rashford,Man. United,0,4,0,0,1,2,0,1,85
4763,Smalling,Man. United,0,1,0,0,2,0,5,0,90
4764,Fred,Man. United,0,3,0,0,0,0,0,0,90
4765,Young,Man. United,0,1,0,0,1,11,1,0,90
4766,Dalot,Man. United,0,1,0,0,1,0,0,0,74
4767,Shaw,Man. United,0,0,0,0,0,0,2,0,90
4768,McTominay,Man. United,0,0,0,0,2,1,3,0,90
4769,"Romero
 (GK)",Man. United,0,0,0,0,0,0,0,0,0
4770,Jones,Man. United,0,0,0,0,0,0,0,0,0
4771,Mata,Man. United,0,0,0,0,0,0,0,0,0
4772,Martial,Man. United,0,0,0,0,0,0,0,0,22
