Players,Teams,Started_at,Finished_at,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides
Lindelöf,Benfica,0',Finished,Not scored,0,0,0,1,0,1,0
Jonas,Benfica,0',Substituted at 83',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Eliseu,Benfica,0',Finished,Not scored,1,0,0,0,1,2,0
Pizzi,Benfica,0',Substituted at 90'+1,Not scored,0,0,0,2,2,1,0
Jardel,Benfica,0',Finished,Not scored,0,0,0,3,0,2,0
André Almeida,Benfica,0',Finished,Not scored,1,0,0,2,2,0,0
Renato Sanches,Benfica,0',Finished,Not scored,0,0,0,0,0,0,0
"Paulo Lopes
 (GK)",Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lisandro López,Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Samaris,Benfica,90'+1,Finished,Not scored,0,0,0,0,0,0,0
Jiménez,Benfica,70',Finished,Not scored,0,0,0,0,0,0,0
Salvio,Benfica,83',Finished,Not scored,1,0,0,0,0,0,0
Talisca,Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Semedo,Benfica,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rui Vitória,Benfica(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Ter Stegen
 (GK)",Barcelona,0',Finished,Not scored,0,0,0,1,0,0,0
Rakitić,Barcelona,0',Substituted at 77',Not scored,2,0,0,2,0,1,0
Sergio Busquets,Barcelona,0',Finished,Not scored,1,0,0,1,0,1,0
Dani Alves,Barcelona,0',Finished,Not scored,0,0,1,3,2,2,0
Iniesta,Barcelona,0',Substituted at 72',Not scored,1,0,0,2,0,1,0
Luis Suárez,Barcelona,0',Finished,Scored at  65,3,2,1,1,3,1,1
Messi,Barcelona,0',Finished,Scored at  88,6,3,0,1,1,0,1
Neymar,Barcelona,0',Finished,Scored at  18,3,3,0,1,3,1,0
Mascherano,Barcelona,0',Finished,Not scored,0,0,0,5,0,0,0
Jordi Alba,Barcelona,0',Finished,Not scored,0,0,0,0,2,0,0
Mathieu,Barcelona,0',Finished,Not scored,1,0,0,0,0,0,0
"Bravo
 (GK)",Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Arda Turan,Barcelona,77',Finished,Not scored,0,0,0,0,0,1,0
Bartra,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Munir,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Sergi Roberto,Barcelona,72',Finished,Not scored,0,0,0,0,0,0,0
Aleix Vidal,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Vermaelen,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Luis Enrique,Barcelona(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Ospina
 (GK)",Arsenal,0',Finished,Not scored,0,0,0,0,0,0,0
Gabriel,Arsenal,0',Finished,Not scored,0,0,0,7,0,0,0
Koscielny,Arsenal,0',Finished,Not scored,0,0,0,5,0,0,0
Özil,Arsenal,0',Finished,Not scored,1,0,0,3,3,0,0
Alexis Sánchez,Arsenal,0',Finished,Not scored,2,0,0,1,0,1,0
Monreal,Arsenal,0',Finished,Not scored,0,0,0,4,2,2,0
Flamini,Arsenal,0',Substituted at 45',Not scored,1,0,0,3,0,2,0
Welbeck,Arsenal,0',Substituted at 73',Not scored,5,0,0,1,0,0,0
Bellerín,Arsenal,0',Finished,Not scored,0,0,0,5,5,0,0
Elneny,Arsenal,0',Finished,Scored at  51,3,1,0,3,2,3,0
Iwobi,Arsenal,0',Substituted at 73',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
"Macey
 (GK)",Arsenal,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Gibbs,Arsenal,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mertesacker,Arsenal,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Giroud,Arsenal,73',Finished,Not scored,2,1,0,1,0,1,0
Walcott,Arsenal,73',Finished,Not scored,3,0,0,1,1,0,0
Campbell,Arsenal,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Coquelin,Arsenal,45',Finished,Not scored,0,0,0,4,0,0,0
Arsène Wenger,Arsenal(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Benatia,Bayern,0',Substituted at 46',Not scored,0,0,0,0,0,0,0
Ribéry,Bayern,0',Substituted at 101',Not scored,4,0,0,2,9,1,1
Lewandowski,Bayern,0',Finished,Scored at  73,2,1,0,0,2,3,1
Douglas Costa,Bayern,0',Finished,Not scored,7,0,1,1,16,4,0
Xabi Alonso,Bayern,0',Substituted at 60',Not scored,0,0,0,1,2,1,0
Lahm,Bayern,0',Finished,Not scored,0,0,0,0,2,2,0
Vidal,Bayern,0',Finished,Not scored,3,0,1,4,0,3,0
Müller,Bayern,0',Finished,Scored at  90+1,5,4,1,0,1,1,0
Alaba,Bayern,0',Finished,Not scored,1,0,0,1,2,1,0
Kimmich,Bayern,0',Finished,Not scored,0,0,0,3,0,0,0
"Ulreich
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thiago Alcántara,Bayern,101',Finished,Scored at  108,1,1,0,1,0,1,0
Rafinha,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bernat,Bayern,46',Finished,Not scored,1,0,0,0,4,0,0
Götze,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rode,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Coman,Bayern,60',Finished,Scored at  110,2,1,1,0,3,2,0
Josep Guardiola,Bayern(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Buffon
 (GK)",Juventus,0',Finished,Not scored,0,0,0,0,0,0,0
Khedira,Juventus,0',Substituted at 68',Not scored,0,0,0,2,1,1,0
Morata,Juventus,0',Substituted at 72',Not scored,4,2,1,1,0,4,2
Pogba,Juventus,0',Finished,Scored at  5,1,1,0,1,1,7,1
Hernanes,Juventus,0',Finished,Not scored,1,0,0,0,1,0,0
Alex Sandro,Juventus,0',Finished,Not scored,1,1,0,0,8,3,0
Barzagli,Juventus,0',Finished,Not scored,0,0,0,3,0,0,0
Cuadrado,Juventus,0',Substituted at 89',Scored at  28,2,2,0,1,2,1,0
Bonucci,Juventus,0',Finished,Not scored,2,2,0,4,0,3,0
Lichtsteiner,Juventus,0',Finished,Not scored,3,2,1,0,1,2,0
Evra,Juventus,0',Finished,Not scored,0,0,0,3,0,0,0
"Neto
 (GK)",Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Zaza,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mandžukić,Juventus,72',Finished,Not scored,1,1,0,0,0,2,0
Asamoah,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rugani,Juventus,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Sturaro,Juventus,68',Finished,Not scored,1,0,0,0,1,1,0
Pereyra,Juventus,89',Finished,Not scored,0,0,0,1,0,2,0
Massimiliano Allegri,Juventus(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Oblak
 (GK)",Atlético,0',Finished,Not scored,0,0,0,0,0,0,0
Godín,Atlético,0',Substituted at 89',Not scored,3,1,0,4,0,0,0
Filipe Luís,Atlético,0',Finished,Not scored,1,1,0,2,3,0,0
Koke,Atlético,0',Finished,Not scored,2,0,0,1,8,0,0
Griezmann,Atlético,0',Finished,Not scored,4,3,0,0,2,1,2
Fernández,Atlético,0',Substituted at 56',Not scored,1,1,0,1,1,0,0
Gabi,Atlético,0',Finished,Not scored,2,0,0,2,6,1,0
Saúl Ñíguez,Atlético,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Juanfran,Atlético,0',Finished,Not scored,0,0,0,2,10,1,0
Carrasco,Atlético,0',Substituted at 75',Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Giménez,Atlético,0',Finished,Not scored,2,0,0,9,0,2,0
"Moyà
 (GK)",Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Kranevitter,Atlético,75',Finished,Not scored,2,0,0,1,4,1,3
Torres,Atlético,56',Finished,Not scored,3,1,0,0,2,1,0
Correa,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Gámez,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Hernández,Atlético,89',Finished,Not scored,1,0,0,0,0,0,0
Vietto,Atlético,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diego Simeone,Atlético(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Zoet
 (GK)",PSV,0',Finished,Not scored,0,0,0,0,0,0,0
Isimat-Mirin,PSV,0',Finished,Not scored,0,0,0,2,0,1,0
Moreno,PSV,0',Finished,Not scored,1,0,0,3,0,1,0
Arias,PSV,0',Finished,Not scored,2,0,0,4,1,2,0
Bruma,PSV,0',Finished,Not scored,0,0,0,4,0,1,0
Pröpper,PSV,0',Finished,Not scored,0,0,0,2,4,3,0
L. de Jong,PSV,0',Substituted at 118',Not scored,1,1,0,1,0,5,0
Willems,PSV,0',Substituted at 75',Not scored,1,0,0,3,3,0,0
Guardado,PSV,0',Finished,Not scored,1,0,0,2,1,0,0
Locadia,PSV,0',Substituted at 87',Not scored,1,1,0,2,2,2,0
Van Ginkel,PSV,0',Finished,Not scored,0,0,0,0,0,2,0
"Pasveer
 (GK)",PSV,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Schaars,PSV,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Narsingh,PSV,118',Finished,Not scored,0,0,0,0,0,0,0
Lestienne,PSV,87',Finished,Not scored,1,0,0,0,1,0,0
Jozefzoon,PSV,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Brenet,PSV,75',Finished,Not scored,2,0,0,1,2,0,0
Hendrix,PSV,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Phillip Cocu,PSV(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Hart
 (GK)",Man. City,0',Finished,Not scored,0,0,0,0,0,0,0
Kompany,Man. City,0',Substituted at 7',Not scored,0,0,0,0,0,0,0
Zabaleta,Man. City,0',Finished,Not scored,0,0,0,4,0,0,0
Fernando,Man. City,0',Finished,Not scored,0,0,0,4,0,1,0
Agüero,Man. City,0',Finished,Not scored,2,0,0,0,0,1,1
Jesús Navas,Man. City,0',Finished,Not scored,2,0,0,0,4,0,0
David Silva,Man. City,0',Substituted at 79',Not scored,0,0,0,1,1,2,0
Clichy,Man. City,0',Finished,Not scored,0,0,0,2,4,2,1
Fernandinho,Man. City,0',Finished,Not scored,0,0,0,2,0,2,0
Otamendi,Man. City,0',Substituted at 24',Not scored,0,0,0,0,0,1,0
Touré,Man. City,0',Finished,Not scored,2,1,0,0,0,1,0
"Caballero
 (GK)",Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Sterling,Man. City,79',Finished,Not scored,0,0,0,1,1,0,0
Kolarov,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Bony,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mangala,Man. City,7',Finished,Not scored,0,0,0,0,0,0,1
Demichelis,Man. City,24',Finished,Not scored,0,0,0,3,0,1,0
M. García,Man. City,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Manuel Pellegrini,Man. City(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Shovkovskiy
 (GK)",Dynamo Kyiv,0',Finished,Not scored,0,0,0,0,0,0,0
Miguel Veloso,Dynamo Kyiv,0',Finished,Not scored,1,0,0,2,1,3,0
Antunes,Dynamo Kyiv,0',Finished,Not scored,0,0,0,1,2,1,0
Dragović,Dynamo Kyiv,0',Finished,Not scored,0,0,0,0,0,0,0
Yarmolenko,Dynamo Kyiv,0',Finished,Not scored,1,1,0,0,2,1,1
Garmash,Dynamo Kyiv,0',Substituted at 64',Not scored,0,0,0,1,0,2,0
Gusev,Dynamo Kyiv,0',Substituted at 62',Not scored,0,0,0,2,1,0,1
Vida,Dynamo Kyiv,0',Finished,Not scored,0,0,0,3,1,0,0
Buyalskiy,Dynamo Kyiv,0',Finished,Not scored,1,1,0,0,1,3,0
Khacheridi,Dynamo Kyiv,0',Finished,Not scored,0,0,0,3,0,0,0
Teodorczyk,Dynamo Kyiv,0',Substituted at 46',Not scored,0,0,0,1,0,0,1
"Rudko
 (GK)",Dynamo Kyiv,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Danilo Silva,Dynamo Kyiv,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Yakovenko,Dynamo Kyiv,62',Finished,Not scored,1,1,0,0,2,1,0
Sydorchuk,Dynamo Kyiv,64',Finished,Not scored,0,0,0,0,0,0,0
Korzun,Dynamo Kyiv,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
González,Dynamo Kyiv,46',Finished,Not scored,1,0,0,0,0,0,0
Makarenko,Dynamo Kyiv,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Serhiy Rebrov,Dynamo Kyiv(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Courtois
 (GK)",Chelsea,0',Finished,Not scored,0,0,0,0,0,0,0
Ivanović,Chelsea,0',Finished,Not scored,0,0,0,1,0,3,0
Fàbregas,Chelsea,0',Finished,Not scored,1,0,0,2,1,4,0
E. Hazard,Chelsea,0',Substituted at 77',Not scored,3,2,0,2,2,0,0
Mikel,Chelsea,0',Finished,Not scored,0,0,0,0,0,4,0
Kenedy,Chelsea,0',Finished,Not scored,0,0,0,4,1,0,0
Pedro Rodríguez,Chelsea,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Diego Costa,Chelsea,0',Substituted at 60',Scored at  27,4,3,0,0,0,1,2
Willian,Chelsea,0',Finished,Not scored,3,1,1,0,7,1,0
Cahill,Chelsea,0',Finished,Not scored,0,0,0,1,0,1,0
Azpilicueta,Chelsea,0',Finished,Not scored,1,0,0,2,2,1,0
"Begović
 (GK)",Chelsea,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Baba,Chelsea,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Oscar,Chelsea,77',Finished,Not scored,0,0,0,0,0,0,0
Traoré,Chelsea,60',Finished,Not scored,1,1,0,1,0,0,0
Rémy,Chelsea,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Matić,Chelsea,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Loftus-Cheek,Chelsea,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Guus Hiddink,Chelsea(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Trapp
 (GK)",Paris,0',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Thiago Silva,Paris,0',Finished,Not scored,0,0,0,0,0,2,0
Marquinhos,Paris,0',Finished,Not scored,0,0,0,2,1,1,0
Moura,Paris,0',Substituted at 77',Not scored,0,0,0,1,3,0,1
Thiago Motta,Paris,0',Finished,Not scored,1,0,0,1,0,1,0
Ibrahimović,Paris,0',Finished,Scored at  67,4,2,1,0,2,1,3
Di María,Paris,0',Substituted at 82',Not scored,4,2,1,0,6,0,1
Matuidi,Paris,0',Substituted at 87',Not scored,0,0,0,1,0,2,0
Maxwell,Paris,0',Finished,Not scored,0,0,0,1,2,0,0
Rabiot,Paris,0',Finished,Scored at  16,1,1,0,1,0,4,0
David Luiz,Paris,0',Finished,Not scored,0,0,0,5,0,1,0
"Sirigu
 (GK)",Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Stambouli,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Cavani,Paris,82',Finished,Not scored,0,0,0,0,0,1,1
Kurzawa,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Van der Wiel,Paris,87',Finished,Not scored,0,0,0,0,0,0,0
Pastore,Paris,77',Finished,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Augustin,Paris,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Laurent Blanc,Paris(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Lodygin
 (GK)",Zenit,0',Finished,Not scored,0,0,0,0,0,0,0
Anyukov,Zenit,0',Substituted at 58',Not scored,0,0,0,2,2,1,0
Lombaerts,Zenit,0',Finished,Not scored,1,0,0,2,0,0,1
Hulk,Zenit,0',Finished,Scored at  69,4,1,0,0,15,0,3
Maurício,Zenit,0',Substituted at 82',Not scored,1,0,0,2,0,3,0
Kokorin,Zenit,0',Substituted at 58',Not scored,0,0,0,1,1,3,0
Danny,Zenit,0',Finished,Not scored,0,0,0,0,2,2,1
Luís Neto,Zenit,0',Finished,Not scored,0,0,0,2,0,0,0
Dzyuba,Zenit,0',Finished,Not scored,5,2,0,0,0,1,1
Witsel,Zenit,0',Finished,Not scored,1,0,0,2,0,1,0
Zhirkov,Zenit,0',Finished,Not scored,1,0,1,1,5,0,0
"M. Kerzhakov
 (GK)",Zenit,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
